id,name,category,type,rarity,origin,value,image_url
2631,Ice Cube,petsneons,Pet,Rare,Ice Tray,0.13,https://adoptmetradingvalues.com/images/2631.png
2632,Cold Cube,petsneons,Pet,Ultra-Rare,Ice Tray,0.23,https://adoptmetradingvalues.com/images/2632.png
2633,Berry Cool Cube,petsneons,Pet,Legendary,Ice Tray,0.9,https://adoptmetradingvalues.com/images/2633.png
2635,Mistletroll,petsneons,Pet,Uncommon,Winter 2024,0.18,https://adoptmetradingvalues.com/images/2635.png
2646,Merry Mistletroll,petsneons,Pet,Ultra-Rare,Golden Mistletoe,1.0,https://adoptmetradingvalues.com/images/2646.png
2647,Naughty Mistletroll,petsneons,Pet,Legendary,Golden Mistletoe,2.75,https://adoptmetradingvalues.com/images/2647.png
2648,Royal Mistletroll,petsneons,Pet,Legendary,Golden Mistletoe,8.0,https://adoptmetradingvalues.com/images/2648.png
2650,Partridge,petsneons,Pet,Ultra-Rare,Winter 2024,0.55,https://adoptmetradingvalues.com/images/2650.png
2652,Mr Whiskerpips,petsneons,Pet,Ultra-Rare,Winter 2024 (Advent Calendar),0.2,https://adoptmetradingvalues.com/images/2652.png
2662,Frostclaw,petsneons,Pet,Legendary,Winter 2024,0.6,https://adoptmetradingvalues.com/images/2662.png
2664,Winter Fawn,petsneons,Pet,Rare,Winter Deer Bait,0.15,https://adoptmetradingvalues.com/images/2664.png
2665,Winter Doe,petsneons,Pet,Ultra-Rare,Winter Deer Bait,0.45,https://adoptmetradingvalues.com/images/2665.png
2666,Winter Buck,petsneons,Pet,Legendary,Winter Deer Bait,1.0,https://adoptmetradingvalues.com/images/2666.png
2667,Great Pyrenees,petsneons,Pet,Rare,Winter 2024,0.4,https://adoptmetradingvalues.com/images/2667.png
2669,Aurora Fox,petsneons,Pet,Legendary,Winter 2024 (Robux),4.0,https://adoptmetradingvalues.com/images/2669.png
2670,Frostbite Cub,petsneons,Pet,Ultra-Rare,Winter 2024,0.6,https://adoptmetradingvalues.com/images/2670.png
2696,Blossom Snake,petsneons,Pet,Rare,Lunar New Year 2025,0.35,https://adoptmetradingvalues.com/images/2696.png
2697,Gilded Snake,petsneons,Pet,Legendary,Lunar New Year 2025,1.25,https://adoptmetradingvalues.com/images/2697.png
2698,Haetae,petsneons,Pet,Legendary,Lunar New Year 2025 (Robux),30.0,https://adoptmetradingvalues.com/images/2698.png
27,Diamond Ladybug,petsneons,Pet,Legendary,Diamond Lavender,1.25,https://adoptmetradingvalues.com/images/27.png
2701,Prism Snake,petsneons,Pet,Rare,Lunar New Year 2025,0.35,https://adoptmetradingvalues.com/images/2701.png
2702,Royal Moon Egg,petsneons,Pet,Legendary,Lunar New Year 2025,0.55,https://adoptmetradingvalues.com/images/2702.png
2706,Hopbop,petsneons,Pet,Common,Moon Egg,0.04,https://adoptmetradingvalues.com/images/2706.png
2707,Snorgle,petsneons,Pet,Uncommon,Moon Egg,0.06,https://adoptmetradingvalues.com/images/2707.png
2708,Moonpine,petsneons,Pet,Rare,Moon Egg,0.13,https://adoptmetradingvalues.com/images/2708.png
2709,Zeopod,petsneons,Pet,Rare,Moon Egg,0.13,https://adoptmetradingvalues.com/images/2709.png
2710,Starmite,petsneons,Pet,Ultra-Rare,Moon Egg,0.2,https://adoptmetradingvalues.com/images/2710.png
2711,Puptune,petsneons,Pet,Ultra-Rare,Moon Egg,0.35,https://adoptmetradingvalues.com/images/2711.png
2712,Dimension Drifter,petsneons,Pet,Legendary,Moon Egg,0.8,https://adoptmetradingvalues.com/images/2712.png
2713,Sunglider,petsneons,Pet,Legendary,Moon Egg,1.1,https://adoptmetradingvalues.com/images/2713.png
2714,Moon Egg,petsneons,Pet,Legendary,Nursery,0.13,https://adoptmetradingvalues.com/images/2714.png
2715,Nebula Snake,petsneons,Pet,Rare,Lunar New Year 2025,0.35,https://adoptmetradingvalues.com/images/2715.png
2716,Cupid Dragon,petsneons,Pet,Legendary,Valentine's Event 2025,5.7,https://adoptmetradingvalues.com/images/2716.png
2717,Love Bird,petsneons,Pet,Rare,Valentine's Event 2025,0.65,https://adoptmetradingvalues.com/images/2717.png
2718,Sweetheart Rat,petsneons,Pet,Rare,Valentine's Event 2025,0.6,https://adoptmetradingvalues.com/images/2718.png
2730,Gaelic Fae,petsneons,Pet,Ultra-Rare,St Patrick's Day 2025 (Robux),2.15,https://adoptmetradingvalues.com/images/2730.png
2731,Clover Cow,petsneons,Pet,Rare,St Patrick's Day 2025,0.35,https://adoptmetradingvalues.com/images/2731.png
2737,Subzero Scorpion,petsneons,Pet,Rare,Subzero Popsicle Bait,0.65,https://adoptmetradingvalues.com/images/2737.png
2738,Shiver Wolf,petsneons,Pet,Rare,Shiver Cone Bait,0.85,https://adoptmetradingvalues.com/images/2738.png
2739,Icy Porcupine,petsneons,Pet,Ultra-Rare,Ice Soup Bait,0.45,https://adoptmetradingvalues.com/images/2739.png
2740,Snowy Mammoth,petsneons,Pet,Ultra-Rare,Ice Soup Bait,0.45,https://adoptmetradingvalues.com/images/2740.png
2741,Frozen Penguin,petsneons,Pet,Ultra-Rare,Ice Soup Bait,0.5,https://adoptmetradingvalues.com/images/2741.png
2742,Frostbite Bear,petsneons,Pet,Legendary,Ice Dimension Baits,17.5,https://adoptmetradingvalues.com/images/2742.png
2758,Tri-horned Treehopper,petsneons,Pet,Ultra-Rare,UGC Refresh March 2025,3.25,https://adoptmetradingvalues.com/images/2758.png
2773,Sakura Spirit,petsneons,Pet,Legendary,Cherry Blossom Festival 2025,4.25,https://adoptmetradingvalues.com/images/2773.png
2774,Bakeneko,petsneons,Pet,Common,Cherry Blossom Festival 2025,0.04,https://adoptmetradingvalues.com/images/2774.png
2775,Kage Crow,petsneons,Pet,Ultra-Rare,Cherry Blossom Festival 2025,0.75,https://adoptmetradingvalues.com/images/2775.png
2787,Kappakid,petsneons,Pet,Rare,Cherry Blossom Festival 2025,0.35,https://adoptmetradingvalues.com/images/2787.png
2788,Super Saru,petsneons,Pet,Legendary,Cherry Blossom Festival 2025,1.0,https://adoptmetradingvalues.com/images/2788.png
2794,Cabbit,petsneons,Pet,Ultra-Rare,Cherry Blossom Festival 2025 (Robux),4.0,https://adoptmetradingvalues.com/images/2794.png
2795,Kaijunior,petsneons,Pet,Uncommon,Kaijunior Box,0.06,https://adoptmetradingvalues.com/images/2795.png
2796,Toxic Kaijunior,petsneons,Pet,Ultra-Rare,Kaijunior Box,0.15,https://adoptmetradingvalues.com/images/2796.png
2797,Primal Kaijunior,petsneons,Pet,Legendary,Kaijunior Box,0.9,https://adoptmetradingvalues.com/images/2797.png
2798,Scorching Kaijunior,petsneons,Pet,Legendary,Kaijunior Box,2.35,https://adoptmetradingvalues.com/images/2798.png
28,Blue Dog,petsneons,Pet,Uncommon,Blue Egg,11.5,https://adoptmetradingvalues.com/images/28.png
2806,Mecha R4BBIT,petsneons,Pet,Rare,Cherry Blossom Festival 2025,0.4,https://adoptmetradingvalues.com/images/2806.png
2807,Mirai Moth,petsneons,Pet,Ultra-Rare,Cherry Blossom Festival 2025,0.8,https://adoptmetradingvalues.com/images/2807.png
2813,Glormy Dolphin,petsneons,Pet,Legendary,Return to the Moon Event,0.3,https://adoptmetradingvalues.com/images/2813.png
2837,Gibbon,petsneons,Pet,Rare,Gibbon Fairground,0.04,https://adoptmetradingvalues.com/images/2837.png
2838,Officer Gibbon,petsneons,Pet,Ultra-Rare,Gibbon Fairground,0.35,https://adoptmetradingvalues.com/images/2838.png
2839,Firefighter Gibbon,petsneons,Pet,Ultra-Rare,Gibbon Fairground,0.35,https://adoptmetradingvalues.com/images/2839.png
2840,Villain Gibbon,petsneons,Pet,Legendary,Gibbon Fairground,0.75,https://adoptmetradingvalues.com/images/2840.png
2841,Hero Gibbon,petsneons,Pet,Legendary,Gibbon Fairground,2.75,https://adoptmetradingvalues.com/images/2841.png
2842,Influencer Gibbon,petsneons,Pet,Legendary,Gibbon Fairground,1.0,https://adoptmetradingvalues.com/images/2842.png
2843,Ringmaster Gibbon,petsneons,Pet,Ultra-Rare,Gibbon Fairground,0.45,https://adoptmetradingvalues.com/images/2843.png
2865,Momma Moose,petsneons,Pet,Ultra-Rare,Maple Leaf Treat,1.0,https://adoptmetradingvalues.com/images/2865.png
2866,Papa Moose,petsneons,Pet,Legendary,Maple Leaf Treat,12.0,https://adoptmetradingvalues.com/images/2866.png
2867,Moose Calf,petsneons,Pet,Legendary,Maple Leaf Treat,6.2,https://adoptmetradingvalues.com/images/2867.png
2869,Muskrat,petsneons,Pet,Uncommon,Camping Shop,0.18,https://adoptmetradingvalues.com/images/2869.png
2870,Blue Butterfly,petsneons,Pet,Common,Butterfly Sanctuary 2025,0.06,https://adoptmetradingvalues.com/images/2870.png
2871,Amber Butterfly,petsneons,Pet,Rare,Butterfly Sanctuary 2025,0.08,https://adoptmetradingvalues.com/images/2871.png
2872,Seafoam Butterfly,petsneons,Pet,Ultra-Rare,Butterfly Sanctuary 2025,0.65,https://adoptmetradingvalues.com/images/2872.png
2873,Prismatic Butterfly,petsneons,Pet,Legendary,Butterfly Sanctuary 2025,2.0,https://adoptmetradingvalues.com/images/2873.png
2874,Vermilion Butterfly,petsneons,Pet,Ultra-Rare,Butterfly Sanctuary 2025,0.8,https://adoptmetradingvalues.com/images/2874.png
2875,Violet Butterfly,petsneons,Pet,Legendary,Butterfly Sanctuary 2025,1.25,https://adoptmetradingvalues.com/images/2875.png
2876,Orchid Butterfly,petsneons,Pet,Legendary,Butterfly Sanctuary 2025,48.0,https://adoptmetradingvalues.com/images/2876.png
288,Cobra,petsneons,Pet,Legendary,Robux,0.85,https://adoptmetradingvalues.com/images/288.png
2880,Moonbeam Butterfly,petsneons,Pet,Legendary,Butterfly Sanctuary 2025,1.5,https://adoptmetradingvalues.com/images/2880.png
2893,Mermicorn,petsneons,Pet,Legendary,Summer Festival 2025 (Robux),6.7,https://adoptmetradingvalues.com/images/2893.png
2894,Hammerhead Shark,petsneons,Pet,Uncommon,Summer Festival 2025,0.1,https://adoptmetradingvalues.com/images/2894.png
2895,Seabed Creeper,petsneons,Pet,Ultra-Rare,Summer Festival 2025,0.6,https://adoptmetradingvalues.com/images/2895.png
29,Brown Bear,petsneons,Pet,Rare,Jungle Egg,4.0,https://adoptmetradingvalues.com/images/29.png
2905,Emperor Shrimp,petsneons,Pet,Rare,Summer Festival 2025,0.3,https://adoptmetradingvalues.com/images/2905.png
2906,Coconut Friend,petsneons,Pet,Legendary,Summer Festival 2025,1.0,https://adoptmetradingvalues.com/images/2906.png
2907,Priceless Shrimp,petsneons,Pet,Legendary,Summer Festival 2025,1.4,https://adoptmetradingvalues.com/images/2907.png
2913,Kelp Crewmate,petsneons,Pet,Uncommon,Kelp Raider Box,0.06,https://adoptmetradingvalues.com/images/2913.png
2914,Kelp Raider,petsneons,Pet,Rare,Kelp Raider Box,0.13,https://adoptmetradingvalues.com/images/2914.png
2915,Kelp Hunter,petsneons,Pet,Ultra-Rare,Kelp Raider Box,0.35,https://adoptmetradingvalues.com/images/2915.png
2916,Kelp Captain,petsneons,Pet,Legendary,Kelp Raider Box,1.7,https://adoptmetradingvalues.com/images/2916.png
2917,Sea Slug,petsneons,Pet,Ultra-Rare,Summer Festival 2025 (Robux),5.7,https://adoptmetradingvalues.com/images/2917.png
2923,Island Tarsier,petsneons,Pet,Common,Summer Festival 2025,0.04,https://adoptmetradingvalues.com/images/2923.png
2924,Manta Ray,petsneons,Pet,Ultra-Rare,Summer Festival 2025,0.4,https://adoptmetradingvalues.com/images/2924.png
2949,Wren,petsneons,Pet,Rare,40 Billion Visits,0.06,https://adoptmetradingvalues.com/images/2949.png
2950,Tree Frog,petsneons,Pet,Uncommon,Aztec Egg,0.08,https://adoptmetradingvalues.com/images/2950.png
2951,Water Opossum,petsneons,Pet,Rare,Aztec Egg,0.18,https://adoptmetradingvalues.com/images/2951.png
2952,Chanekeh,petsneons,Pet,Rare,Aztec Egg,0.13,https://adoptmetradingvalues.com/images/2952.png
2953,Onza,petsneons,Pet,Ultra-Rare,Aztec Egg,0.3,https://adoptmetradingvalues.com/images/2953.png
2954,Ehecatl,petsneons,Pet,Ultra-Rare,Aztec Egg,0.23,https://adoptmetradingvalues.com/images/2954.png
2955,Temple Friend,petsneons,Pet,Legendary,Aztec Egg,0.6,https://adoptmetradingvalues.com/images/2955.png
2956,Quetzalcoatl,petsneons,Pet,Legendary,Aztec Egg,0.7,https://adoptmetradingvalues.com/images/2956.png
2957,Royal Aztec Egg,petsneons,Pet,Legendary,Aztec Temple Trek Event,0.8,https://adoptmetradingvalues.com/images/2957.png
2958,Aztec Egg,petsneons,Pet,Legendary,Nursery,0.1,https://adoptmetradingvalues.com/images/2958.png
2959,Tegu,petsneons,Pet,Common,Aztec Egg,0.04,https://adoptmetradingvalues.com/images/2959.png
2962,2025 Birthday Butterfly,petsneons,Pet,Uncommon,Adopt Me Birthday 2025,0.2,https://adoptmetradingvalues.com/images/2962.png
2999,Munchkin Cat,petsneons,Pet,Rare,Homepass,1.0,https://adoptmetradingvalues.com/images/2999.png
3,Bat Dragon,petsneons,Pet,Legendary,Halloween 2019 (Candy),415.0,https://adoptmetradingvalues.com/images/3.png
30,Crocodile,petsneons,Pet,Ultra-Rare,Jungle Egg,11.5,https://adoptmetradingvalues.com/images/30.png
3000,Mini Schnauzer,petsneons,Pet,Ultra-Rare,Homepass,1.0,https://adoptmetradingvalues.com/images/3000.png
3022,Siamese Cat,petsneons,Pet,Ultra-Rare,Homepass,1.5,https://adoptmetradingvalues.com/images/3022.png
3023,French Bulldog,petsneons,Pet,Rare,Homepass,0.65,https://adoptmetradingvalues.com/images/3023.png
3024,Basic Egg,petsneons,Pet,Common,Pet Releaser,0.08,https://adoptmetradingvalues.com/images/3024.png
3025,Crystal Egg,petsneons,Pet,Legendary,Pet Releaser,0.8,https://adoptmetradingvalues.com/images/3025.png
3026,Emberlight,petsneons,Pet,Legendary,Crystal Egg,8.0,https://adoptmetradingvalues.com/images/3026.png
3027,Giant Panda,petsneons,Pet,Legendary,Crystal Egg and Basic Egg,87.0,https://adoptmetradingvalues.com/images/3027.png
3046,Patchy Bear,petsneons,Pet,Uncommon,Halloween 2025,0.06,https://adoptmetradingvalues.com/images/3046.png
3047,Skelebat,petsneons,Pet,Ultra-Rare,Halloween 2025,0.45,https://adoptmetradingvalues.com/images/3047.png
3048,Phantom Dragon,petsneons,Pet,Legendary,Halloween 2025 (Robux),6.7,https://adoptmetradingvalues.com/images/3048.png
3049,Kitty Bat,petsneons,Pet,Legendary,Halloween 2025,0.9,https://adoptmetradingvalues.com/images/3049.png
3055,Jumping Spider,petsneons,Pet,Uncommon,Spider Box,0.08,https://adoptmetradingvalues.com/images/3055.png
3056,Tarantula,petsneons,Pet,Rare,Spider Box,0.13,https://adoptmetradingvalues.com/images/3056.png
3057,Chilling Spider,petsneons,Pet,Ultra-Rare,Spider Box,0.35,https://adoptmetradingvalues.com/images/3057.png
3058,Black Widow,petsneons,Pet,Legendary,Spider Box,1.25,https://adoptmetradingvalues.com/images/3058.png
3060,The Black Dog,petsneons,Pet,Rare,Halloween 2025,0.3,https://adoptmetradingvalues.com/images/3060.png
3079,Cryptid,petsneons,Pet,Legendary,Halloween 2025 (Robux),15.5,https://adoptmetradingvalues.com/images/3079.png
3080,Slimingo,petsneons,Pet,Legendary,Halloween 2025,0.9,https://adoptmetradingvalues.com/images/3080.png
3081,Aye Aye,petsneons,Pet,Common,Halloween 2025,0.04,https://adoptmetradingvalues.com/images/3081.png
3084,DJ Snooze,petsneons,Pet,Rare,Halloween 2025,0.3,https://adoptmetradingvalues.com/images/3084.png
3085,Ghostly Cat,petsneons,Pet,Ultra-Rare,Halloween 2025,0.55,https://adoptmetradingvalues.com/images/3085.png
3090,Choco Penguin,petsneons,Pet,Ultra-Rare,Golden Goldfish,0.9,https://adoptmetradingvalues.com/images/3090.png
3091,Vanilla Penguin,petsneons,Pet,Legendary,Golden Goldfish,5.2,https://adoptmetradingvalues.com/images/3091.png
3092,Strawberry Penguin,petsneons,Pet,Legendary,Golden Goldfish,15.0,https://adoptmetradingvalues.com/images/3092.png
3093,Dango Penguins,petsneons,Pet,Legendary,Crystal Egg,34.0,https://adoptmetradingvalues.com/images/3093.png
3094,Shih Tzu,petsneons,Pet,Uncommon,Pet Shop,0.18,https://adoptmetradingvalues.com/images/3094.png
31,Frost Fury,petsneons,Pet,Legendary,Christmas 2020 (Robux),5.2,https://adoptmetradingvalues.com/images/31.png
32,Golden Dragon,petsneons,Pet,Legendary,Golden Egg,0.85,https://adoptmetradingvalues.com/images/32.png
33,Golden Rat,petsneons,Pet,Legendary,Lunar New Year 2020 (Rat Box),1.5,https://adoptmetradingvalues.com/images/33.png
34,Golden Unicorn,petsneons,Pet,Legendary,Golden Egg,1.0,https://adoptmetradingvalues.com/images/34.png
35,Ninja Monkey,petsneons,Pet,Legendary,Monkey Fairground,1.7,https://adoptmetradingvalues.com/images/35.png
36,Skele-Rex,petsneons,Pet,Legendary,Halloween 2020 (Candy),2.75,https://adoptmetradingvalues.com/images/36.png
37,Wild Boar,petsneons,Pet,Uncommon,Safari Egg,1.55,https://adoptmetradingvalues.com/images/37.png
38,Zombie Buffalo,petsneons,Pet,Ultra-Rare,Halloween 2019 (Candy),4.75,https://adoptmetradingvalues.com/images/38.png
39,Cow,petsneons,Pet,Rare,Farm Egg,23.0,https://adoptmetradingvalues.com/images/39.png
4,Frost Dragon,petsneons,Pet,Legendary,Christmas 2019 (Robux),150.0,https://adoptmetradingvalues.com/images/4.png
40,Golden Griffin,petsneons,Pet,Legendary,Golden Egg,0.6,https://adoptmetradingvalues.com/images/40.png
41,Black Panther,petsneons,Pet,Uncommon,Jungle Egg,1.5,https://adoptmetradingvalues.com/images/41.png
42,Golden Penguin,petsneons,Pet,Legendary,Golden Goldfish,1.85,https://adoptmetradingvalues.com/images/42.png
43,King Bee,petsneons,Pet,Legendary,Honey,1.05,https://adoptmetradingvalues.com/images/43.png
44,Llama,petsneons,Pet,Ultra-Rare,Farm Egg,2.0,https://adoptmetradingvalues.com/images/44.png
45,Rhino,petsneons,Pet,Rare,Jungle Egg,1.5,https://adoptmetradingvalues.com/images/45.png
459,2021 Uplift Butterfly,petsneons,Pet,Uncommon,Adopt Me 4th Birthday,0.35,https://adoptmetradingvalues.com/images/459.png
46,Snow Owl,petsneons,Pet,Legendary,Christmas 2020 (Gingerbread),1.25,https://adoptmetradingvalues.com/images/46.png
47,Swan,petsneons,Pet,Rare,Christmas 2019 (Christmas Egg),1.4,https://adoptmetradingvalues.com/images/47.png
48,Turkey,petsneons,Pet,Ultra-Rare,Farm Egg,2.0,https://adoptmetradingvalues.com/images/48.png
49,Pig,petsneons,Pet,Rare,Farm Egg,5.7,https://adoptmetradingvalues.com/images/49.png
5,Parrot,petsneons,Pet,Legendary,Jungle Egg,95.0,https://adoptmetradingvalues.com/images/5.png
50,Pink Cat,petsneons,Pet,Uncommon,Pink Egg,4.75,https://adoptmetradingvalues.com/images/50.png
51,Arctic Fox,petsneons,Pet,Ultra-Rare,Christmas 2019 (Christmas Egg),4.75,https://adoptmetradingvalues.com/images/51.png
52,Dodo,petsneons,Pet,Legendary,Fossil Egg,1.5,https://adoptmetradingvalues.com/images/52.png
53,T-Rex,petsneons,Pet,Legendary,Fossil Egg,1.5,https://adoptmetradingvalues.com/images/53.png
54,Unicorn,petsneons,Pet,Legendary,Retired Egg,2.0,https://adoptmetradingvalues.com/images/54.png
55,Golden Ladybug,petsneons,Pet,Legendary,Diamond Lavender,0.85,https://adoptmetradingvalues.com/images/55.png
56,Guardian Lion,petsneons,Pet,Legendary,Robux,0.85,https://adoptmetradingvalues.com/images/56.png
57,Reindeer,petsneons,Pet,Rare,Christmas 2019,1.4,https://adoptmetradingvalues.com/images/57.png
58,Metal Ox,petsneons,Pet,Legendary,Lunar New Year 2021 (Ox Box),0.4,https://adoptmetradingvalues.com/images/58.png
59,Capybara,petsneons,Pet,Uncommon,Jungle Egg,1.35,https://adoptmetradingvalues.com/images/59.png
6,Owl,petsneons,Pet,Legendary,Farm Egg,120.0,https://adoptmetradingvalues.com/images/6.png
60,Cerberus,petsneons,Pet,Legendary,Halloween 2020 (Robux),1.5,https://adoptmetradingvalues.com/images/60.png
61,Dragon,petsneons,Pet,Legendary,Retired Egg,0.75,https://adoptmetradingvalues.com/images/61.png
62,Griffin,petsneons,Pet,Legendary,Robux,0.75,https://adoptmetradingvalues.com/images/62.png
63,Kitsune,petsneons,Pet,Legendary,Robux,1.15,https://adoptmetradingvalues.com/images/63.png
64,Polar Bear,petsneons,Pet,Rare,Christmas 2019 (Christmas Egg),3.25,https://adoptmetradingvalues.com/images/64.png
65,Robo Dog,petsneons,Pet,Legendary,Robux,0.85,https://adoptmetradingvalues.com/images/65.png
66,Business Monkey,petsneons,Pet,Ultra-Rare,Monkey Fairground,0.85,https://adoptmetradingvalues.com/images/66.png
67,Drake,petsneons,Pet,Uncommon,Farm Egg,1.05,https://adoptmetradingvalues.com/images/67.png
68,Ghost Bunny,petsneons,Pet,Ultra-Rare,Halloween 2020 (Candy),1.3,https://adoptmetradingvalues.com/images/68.png
69,Silly Duck,petsneons,Pet,Uncommon,Farm Egg,1.3,https://adoptmetradingvalues.com/images/69.png
7,Evil Unicorn,petsneons,Pet,Legendary,Halloween 2019 (Candy),70.0,https://adoptmetradingvalues.com/images/7.png
70,Toy Monkey,petsneons,Pet,Ultra-Rare,Monkey Fairground,1.0,https://adoptmetradingvalues.com/images/70.png
705,Sasquatch,petsneons,Pet,Rare,Mythic Egg,0.13,https://adoptmetradingvalues.com/images/705.png
706,Kirin,petsneons,Pet,Uncommon,Mythic Egg,0.15,https://adoptmetradingvalues.com/images/706.png
707,Mythic Egg,petsneons,Pet,Legendary,Nursery,0.5,https://adoptmetradingvalues.com/images/707.png
708,Merhorse,petsneons,Pet,Rare,Mythic Egg,0.13,https://adoptmetradingvalues.com/images/708.png
709,Phoenix,petsneons,Pet,Legendary,Mythic Egg,1.4,https://adoptmetradingvalues.com/images/709.png
71,Wolf,petsneons,Pet,Uncommon,Christmas 2019 (Christmas Egg),0.65,https://adoptmetradingvalues.com/images/71.png
710,Wyvern,petsneons,Pet,Ultra-Rare,Mythic Egg,0.23,https://adoptmetradingvalues.com/images/710.png
711,Wolpertinger,petsneons,Pet,Common,Mythic Egg,0.08,https://adoptmetradingvalues.com/images/711.png
712,Hydra,petsneons,Pet,Ultra-Rare,Mythic Egg,0.2,https://adoptmetradingvalues.com/images/712.png
713,Goldhorn,petsneons,Pet,Legendary,Mythic Egg,1.4,https://adoptmetradingvalues.com/images/713.png
72,Yeti,petsneons,Pet,Ultra-Rare,Christmas 2020 (Gingerbread),1.0,https://adoptmetradingvalues.com/images/72.png
73,Horse,petsneons,Pet,Ultra-Rare,Robux,0.9,https://adoptmetradingvalues.com/images/73.png
74,Lynx,petsneons,Pet,Rare,Christmas 2020 (Gingerbread),0.5,https://adoptmetradingvalues.com/images/74.png
75,Starfish,petsneons,Pet,Ultra-Rare,Star Rewards,0.25,https://adoptmetradingvalues.com/images/75.png
76,Chicken,petsneons,Pet,Common,Farm Egg,1.25,https://adoptmetradingvalues.com/images/76.png
763,Axolotl,petsneons,Pet,Legendary,Robux,1.35,https://adoptmetradingvalues.com/images/763.png
77,Rat,petsneons,Pet,Rare,Lunar New Year 2020 (Rat Box),0.35,https://adoptmetradingvalues.com/images/77.png
78,Toucan,petsneons,Pet,Ultra-Rare,Star Rewards,0.23,https://adoptmetradingvalues.com/images/78.png
79,Albino Bat,petsneons,Pet,Ultra-Rare,Halloween 2020 (Bat Box),0.7,https://adoptmetradingvalues.com/images/79.png
8,Crow,petsneons,Pet,Legendary,Farm Egg,80.0,https://adoptmetradingvalues.com/images/8.png
80,Frog,petsneons,Pet,Ultra-Rare,Aussie Egg,0.7,https://adoptmetradingvalues.com/images/80.png
81,Koala,petsneons,Pet,Ultra-Rare,Aussie Egg,0.7,https://adoptmetradingvalues.com/images/81.png
82,Lunar Ox,petsneons,Pet,Ultra-Rare,Lunar New Year 2021 (Ox Box),0.23,https://adoptmetradingvalues.com/images/82.png
83,Musk Ox,petsneons,Pet,Rare,Christmas 2020 (Gingerbread),0.35,https://adoptmetradingvalues.com/images/83.png
84,Panda,petsneons,Pet,Ultra-Rare,Robux,0.65,https://adoptmetradingvalues.com/images/84.png
85,Penguin,petsneons,Pet,Ultra-Rare,Golden Goldfish,0.35,https://adoptmetradingvalues.com/images/85.png
86,Robin,petsneons,Pet,Common,Christmas 2019 (Christmas Egg),0.35,https://adoptmetradingvalues.com/images/86.png
87,Sloth,petsneons,Pet,Ultra-Rare,Robux,0.25,https://adoptmetradingvalues.com/images/87.png
88,Ladybug,petsneons,Pet,Ultra-Rare,Diamond Lavender,0.2,https://adoptmetradingvalues.com/images/88.png
89,Australian Kelpie,petsneons,Pet,Rare,Aussie Egg,0.3,https://adoptmetradingvalues.com/images/89.png
9,Diamond Dragon,petsneons,Pet,Legendary,Diamond Egg,1.1,https://adoptmetradingvalues.com/images/9.png
90,Emu,petsneons,Pet,Rare,Aussie Egg,0.25,https://adoptmetradingvalues.com/images/90.png
91,Monkey,petsneons,Pet,Rare,Monkey Fairground,0.3,https://adoptmetradingvalues.com/images/91.png
92,Bee,petsneons,Pet,Ultra-Rare,Honey,0.2,https://adoptmetradingvalues.com/images/92.png
93,Ginger Cat,petsneons,Pet,Ultra-Rare,Star Rewards,0.2,https://adoptmetradingvalues.com/images/93.png
933,Halloween Blue Scorpion,petsneons,Pet,Uncommon,Halloween 2021,0.2,https://adoptmetradingvalues.com/images/933.png
934,Halloween Evil Dachshund,petsneons,Pet,Rare,Halloween 2021,0.65,https://adoptmetradingvalues.com/images/934.png
935,Halloween White Ghost Dragon,petsneons,Pet,Legendary,Halloween 2021 (Robux),3.7,https://adoptmetradingvalues.com/images/935.png
936,Halloween White Mummy Cat,petsneons,Pet,Rare,Halloween 2021,0.3,https://adoptmetradingvalues.com/images/936.png
937,Halloween White Skeleton Dog,petsneons,Pet,Ultra-Rare,Halloween 2021,0.45,https://adoptmetradingvalues.com/images/937.png
938,Halloween Golden Mummy Cat,petsneons,Pet,Legendary,Halloween 2021,0.85,https://adoptmetradingvalues.com/images/938.png
939,Halloween Black Mummy Cat,petsneons,Pet,Uncommon,Halloween 2021,0.2,https://adoptmetradingvalues.com/images/939.png
94,Ox,petsneons,Pet,Rare,Lunar New Year 2021 (Ox Box),0.15,https://adoptmetradingvalues.com/images/94.png
95,Snowman,petsneons,Pet,Uncommon,Christmas 2020 (Gingerbread),0.2,https://adoptmetradingvalues.com/images/95.png
959,Puffin,petsneons,Pet,Ultra-Rare,Christmas 2021,4.75,https://adoptmetradingvalues.com/images/959.png
96,Bat,petsneons,Pet,Uncommon,Halloween 2020 (Bat Box),0.2,https://adoptmetradingvalues.com/images/96.png
960,Husky,petsneons,Pet,Rare,Christmas 2021,1.7,https://adoptmetradingvalues.com/images/960.png
961,Walrus,petsneons,Pet,Common,Christmas 2021,0.15,https://adoptmetradingvalues.com/images/961.png
962,Ice Golem,petsneons,Pet,Legendary,Christmas 2021 (Robux),2.35,https://adoptmetradingvalues.com/images/962.png
963,St Bernard,petsneons,Pet,Ultra-Rare,Christmas 2021,0.65,https://adoptmetradingvalues.com/images/963.png
964,Snow Leopard,petsneons,Pet,Uncommon,Christmas 2021,0.23,https://adoptmetradingvalues.com/images/964.png
965,Golden Walrus,petsneons,Pet,Legendary,Christmas 2021,1.25,https://adoptmetradingvalues.com/images/965.png
966,Summer Walrus,petsneons,Pet,Rare,Christmas 2021,0.3,https://adoptmetradingvalues.com/images/966.png
